query_index,score,submission.score,arousal,valence,dataset,artist_name,song_name,n_comments,n_words,min.Valence,min.Arousal,min.Dominance,max.Valence,max.Arousal,max.Dominance,mean.Valence,mean.Arousal,mean.Dominance,std.Valence,std.Arousal,std.Dominance
201,0.7746478873239436,14245.218309859154,0.162888,0.17786,AMG1608,Tommy Roe,Dizzy,7355,1540,0.052,0.122,0.136,1.0,0.918,0.905,0.6409609195402298,0.44988505747126434,0.4923770114942529,0.21871590233596727,0.1467283631893466,0.15956776416216353
202,0.25984251968503935,10210.370078740158,0.376408,0.292304,AMG1608,Tom Petty,American Girl,5365,666,0.012,0.073,0.131,1.0,0.951,0.991,0.6463676470588234,0.46864705882352936,0.5256235294117647,0.22145830056966143,0.17419041260595067,0.16811361704304062
203,0.532258064516129,24082.33870967742,0.03112,0.284436,AMG1608,Bad Company,Feel Like Makin'' Love,7642,780,0.0,0.137,0.148,1.0,0.971,0.991,0.6750700447093889,0.44943517138599104,0.533311475409836,0.21101367186341644,0.15854497422081704,0.16272584719622868
204,3.152439024390244,4954.030487804878,-0.426824,-0.295644,AMG1608,Robert Johnson,Come on in My Kitchen,1538,14535,0.02,0.073,0.125,1.0,0.931,0.991,0.651531067961165,0.44493106796116505,0.5198436893203884,0.19538154471043476,0.16692821297055946,0.16108923407620415
205,0.6403940886699507,153682.20197044336,0.18466,0.184296,AMG1608,Air Supply,Making Love Out of Nothing at All,48596,7021,0.02,0.073,0.131,1.0,0.939,0.991,0.6446614664586583,0.4546443057722309,0.5267347893915757,0.2197506525097733,0.1587691765076942,0.16104857047931886
206,1.3421052631578947,741.7368421052631,0.45914,0.360248,AMG1608,The Band,Rag Mama Rag,366,1275,0.02,0.102,0.114,1.0,0.931,0.889,0.6241739130434784,0.4796454849498327,0.5111538461538462,0.20019166115595743,0.1678400926957653,0.15565360055594585
207,1.3414634146341464,14498.384146341463,0.433476,0.167112,AMG1608,Bobby Fuller,I Fought the Law,11685,1596,0.02,0.091,0.148,1.0,0.946,0.973,0.6533131618759456,0.4839001512859304,0.5408668683812405,0.23085534029925397,0.17985455997110922,0.1625834251327772
208,2.8175182481751824,1080.8613138686133,-0.365864,-0.27988,AMG1608,The Lemonheads,My Drug Buddy,534,1596,0.02,0.098,0.087,1.0,0.931,0.922,0.6334421875,0.4736203124999999,0.5174109375,0.23224148924888655,0.17456074421493642,0.16262609612706608
209,1.2054054054054053,36030.44864864865,-0.207564,-0.00822,AMG1608,Freddy Fender,Before the Next Teardrop Falls,9394,5778,0.0,0.135,0.102,1.0,0.945,0.991,0.6869712556732224,0.4588729198184569,0.5389561270801816,0.22001870600177073,0.15428745959991394,0.15969578905515155
210,1.0809248554913296,1819.393063583815,0.373712,0.31128,AMG1608,Elvis Costello,Veronica,1624,6670,0.0,0.082,0.098,1.0,0.931,0.991,0.6455761511216057,0.44702243211334125,0.5232857142857142,0.22239007654233742,0.15990597330927947,0.16321100809832487
211,0.9696969696969697,132.1818181818182,0.265312,0.123032,AMG1608,Herman''s Hermits,Mrs. Brown You''ve Got a Lovely Daughter,33,666,0.04,0.157,0.176,1.0,0.931,0.943,0.6694788732394367,0.4538098591549296,0.5276338028169014,0.20269019501034413,0.16623549616672012,0.16157265580717844
212,1.1,331.0,-0.373496,-0.243944,AMG1608,The Pernice Brothers,Overcome by Happiness,20,136,0.0,0.235,0.222,1.0,0.776,0.953,0.6788431372549018,0.4290000000000001,0.5017843137254903,0.1870233538945358,0.13226322240139168,0.1523311279713362
213,2.1808510638297873,627.4468085106383,0.009192,0.215696,AMG1608,Johnny Adams,Reconsider Me,315,435,0.0,0.09,0.184,1.0,0.931,0.922,0.6882925170068027,0.4511598639455783,0.5447925170068028,0.19952257729806802,0.16655093294288464,0.16145712713552807
214,0.6258503401360545,30453.26530612245,0.438992,0.451672,AMG1608,Sam & Dave,"""Hold on",10594,1431,0.02,0.102,0.149,1.0,0.96,0.991,0.6212307692307694,0.49993006993006994,0.5444731934731935,0.24309465174134956,0.20006018896949265,0.15776704805702732
215,1.8666666666666667,2092.275,-0.373792,-0.066512,AMG1608,Kruder & Dorfmeister,High Noon,406,1770,0.0,0.069,0.184,1.0,0.931,0.917,0.6483148936170212,0.42669787234042555,0.521868085106383,0.2131717607084883,0.1711710738819946,0.16284677542919
216,0.8940092165898618,125951.09677419355,0.11656,0.282108,AMG1608,Madness,Madness,56816,3570,0.02,0.16,0.13,1.0,0.942,0.923,0.6212525252525252,0.4760949494949495,0.5300989898989898,0.22886451552453965,0.17878336322584268,0.15582238506465218
217,1.7611940298507462,563.4477611940298,0.14424,-0.269924,AMG1608,Manic Street Preachers,She Is Suffering,292,2485,0.01,0.105,0.12,1.0,0.949,0.991,0.6228903020667726,0.45840858505564386,0.5228219395866454,0.23671586420766938,0.1797691637049388,0.16566066372301305
218,2.729591836734694,106107.79081632652,-0.248944,-0.127012,AMG1608,Foreigner,Waiting for a Girl Like You,36769,119316,0.012,0.069,0.148,1.0,0.945,0.966,0.6644859154929577,0.44845211267605634,0.5248676056338027,0.2142544239763754,0.16327872053902726,0.16324241734109646
219,0.47692307692307695,25635.615384615383,0.36394,0.079824,AMG1608,Rod Stewart,Maggie May,7570,1830,0.0,0.091,0.136,1.0,0.941,0.938,0.6798132678132679,0.448987714987715,0.5376093366093366,0.21440319165535862,0.1639894335970015,0.16418119634358272
220,2.2301587301587302,36912.944444444445,0.573728,-0.039964,AMG1608,Beastie Boys,Hey Ladies,14303,1275,0.0,0.112,0.12,1.0,0.945,0.923,0.6123743842364532,0.44779064039408867,0.5090418719211822,0.21330872018659855,0.166407214382674,0.15431921612241103
221,0.7786259541984732,71012.87022900763,-0.154532,0.3185,AMG1608,Roy Ayers,Everybody Loves the Sunshine,19449,2145,0.031,0.069,0.148,1.0,0.948,0.891,0.6707692307692308,0.4508791208791209,0.5266373626373627,0.2005603659981589,0.16638227246550447,0.15654945695540293
222,2.5458333333333334,12709.070833333333,0.608492,-0.36546,AMG1608,Helmet,Unsung,10058,703,0.0,0.073,0.102,1.0,0.971,0.991,0.6227308270676691,0.4618796992481203,0.5168496240601504,0.21784173685575728,0.17228598726985306,0.1561326232013025
223,1.2475247524752475,12026.965346534653,0.42962,-0.020712,AMG1608,Cyndi Lauper,She Bop,7663,2485,0.0,0.1,0.148,1.0,0.961,0.991,0.6604755244755245,0.4810104895104896,0.5368863636363637,0.22473603374625453,0.17145828602825222,0.1673202285081354
224,1.803030303030303,446.40909090909093,0.404064,0.3247,AMG1608,Nick Lowe,I Knew the Bride (When She Used to Rock & Roll),91,9870,0.02,0.137,0.172,1.0,0.945,0.981,0.683514705882353,0.4532573529411765,0.5257757352941177,0.18461027006225655,0.15870083700249332,0.15432119329685198
225,1.9187817258883249,1164.6802030456852,-0.522604,-0.176352,AMG1608,Willie Nelson,Night Life,677,1770,0.02,0.127,0.081,1.0,0.945,0.934,0.6942969696969696,0.4656772727272727,0.5577878787878787,0.1995494461979411,0.158813240347579,0.16223344568828663
226,1.5357142857142858,196.21428571428572,0.075564,0.266844,AMG1608,Marcos Valle,Crickets Sing for Anamaria,56,3160,0.06,0.127,0.102,1.0,0.953,0.905,0.6676614173228348,0.42714173228346464,0.506244094488189,0.217401436177279,0.16305752828467843,0.16148363308561858
227,1.5222222222222221,6321.5055555555555,0.68962,-0.167136,AMG1608,The Cult,Love Removal Machine,5638,2926,0.0,0.073,0.131,1.0,0.941,0.953,0.6185223140495867,0.46362644628099176,0.5113041322314049,0.21887463884849737,0.17266959978573168,0.1583171226493079
228,1.7674418604651163,1049.4341085271317,0.601207692,0.106007692,AMG1608,David Bowie,Hang Onto Yourself,539,2278,0.0,0.137,0.087,1.0,0.945,0.981,0.6434627450980394,0.4691176470588235,0.526443137254902,0.22554671753775693,0.17508005994214398,0.16122598723738288
229,2.7005649717514126,22728.09604519774,0.373834615,0.015953846,AMG1608,Bob Dylan,Hurricane,10425,57291,0.0,0.163,0.087,1.0,0.958,0.953,0.5895843653250773,0.4741400928792569,0.5302043343653251,0.2191641042080983,0.17487565050507484,0.1665588245219242
230,2.0454545454545454,1826.4318181818182,-0.1872,-0.212403846,AMG1608,Junior Wells,Hoodoo Man Blues,573,2145,0.0,0.073,0.111,1.0,0.971,0.943,0.6384455445544555,0.4573405940594059,0.5357683168316831,0.20383192555131993,0.16590645323747016,0.1706202730205696
231,1.0746268656716418,14948.383084577114,-0.295865385,-0.392946154,AMG1608,Leonard Cohen,Everybody Knows,8265,33930,0.0,0.108,0.087,1.0,0.959,0.966,0.6055323645970938,0.47165785997357995,0.5449960369881109,0.24464048359388943,0.17470668686731763,0.16932217415779435
232,0.5454545454545454,52.81818181818182,-0.290234615,-0.342776923,AMG1608,Johnny Cash,Delia''s Gone,11,1326,0.14,0.333,0.319,0.854,0.736,0.696,0.6848000000000002,0.4587333333333333,0.5295333333333333,0.22420851264583405,0.12174591026669711,0.0887628193290304
233,1.0239520958083832,43147.610778443115,0.440469231,0.230730769,AMG1608,Tone-Loc,Wild Thing,11833,561,0.0,0.16,0.087,1.0,0.931,0.953,0.5997483731019523,0.47980694143167024,0.4951648590021692,0.22072333071103636,0.18605266796275619,0.15426132169510728
234,2.21505376344086,1547.483870967742,-0.379469231,-0.056884615,AMG1608,Gram Parsons,Hickory Wind,1418,1891,0.0,0.073,0.102,1.0,0.943,0.991,0.6568681592039802,0.4512164179104478,0.5316194029850746,0.21396238081629526,0.16386510088111825,0.1707640129424406
235,1.6902654867256637,887.0353982300885,-0.109623077,0.336246154,AMG1608,Lou Reed,Street Hassle,428,2775,0.021,0.13,0.126,1.0,0.931,0.991,0.6210352697095435,0.4475497925311203,0.524792531120332,0.2133047579201702,0.16569935769739425,0.16613158407997905
236,1.6546762589928057,68349.84892086331,0.292965385,0.372942308,AMG1608,The Avalanches,Since I Left You,21072,3003,0.02,0.13,0.102,1.0,0.931,0.943,0.642072,0.45728,0.5172624,0.20516251282012185,0.15885171887563443,0.1628197395107822
237,2.551282051282051,1631.3076923076924,0.013169231,0.123303846,AMG1608,Big Star,The Ballad of el Goodo,940,1653,0.031,0.135,0.114,1.0,0.939,0.902,0.6694401622718053,0.46681947261663287,0.5488803245436106,0.21745441296291684,0.17700875531296434,0.1651363931167257
238,1.4,313.93333333333334,-0.427976923,0.035596154,AMG1608,Frank Sinatra,This Love of Mine,110,4465,0.08,0.123,0.113,1.0,0.931,0.991,0.6658168604651162,0.42593313953488376,0.5377616279069768,0.20197241290570905,0.14679496680913004,0.1667795323198885
240,1.209090909090909,1363.090909090909,0.6565,0.02224,AMG1608,Paul Revere & the Raiders,Just Like Me,858,1176,0.02,0.16,0.155,1.0,0.96,0.938,0.6450724999999999,0.483035,0.53712,0.21128012322489026,0.1729802421823477,0.1655996488802835
241,2.2202380952380953,618.0238095238095,-0.02084,0.524046667,AMG1608,Louis Armstrong,Struttin'' With Some Barbecue,308,3003,0.02,0.082,0.12,1.0,0.959,0.963,0.6602727272727272,0.4629687034277198,0.5306408345752609,0.1967035085730271,0.1707513612750177,0.16406326792517428
242,1.488235294117647,27775.670588235294,0.616726667,0.4584,AMG1608,Poison,Talk Dirty to Me,8801,13861,0.0,0.1,0.102,1.0,0.939,0.953,0.6309356725146199,0.46796345029239766,0.5141637426900585,0.23031436015645268,0.1780533672538115,0.16307100224379134
243,0.8043478260869565,9303.514492753624,0.187406667,-0.14144,AMG1608,Albert King,Born Under a Bad Sign,2862,1596,0.0,0.137,0.149,1.0,0.941,0.96,0.6439342723004695,0.4630258215962441,0.5323474178403755,0.23140047363632657,0.17721087946924863,0.17074010922802854
244,4.694214876033058,1383.6528925619834,0.613026667,-0.006926667,AMG1608,The Stooges,T.V. Eye,455,4186,0.02,0.153,0.163,1.0,0.971,0.934,0.6248902077151336,0.4894005934718101,0.5307833827893175,0.22581924225291988,0.18492740628388438,0.17879418523941834
245,1.4714285714285715,5887.292857142857,0.5334,0.233006667,AMG1608,U2,I Will Follow,2361,4851,0.0,0.118,0.148,1.0,0.93,0.953,0.6603696682464455,0.470149289099526,0.552004739336493,0.19939315495195642,0.17204791076345055,0.16307062421248125
246,1.165644171779141,2612.288343558282,-0.35446,-0.397166667,AMG1608,The Rolling Stones,No Expectations,1698,3081,0.0,0.073,0.087,1.0,0.931,0.926,0.6502511848341233,0.45111216429699835,0.5287251184834124,0.21372672373678148,0.15183788113016972,0.15298390836728318
247,2.5606060606060606,160.42424242424244,-0.17966,-0.559413333,AMG1608,American Music Club,Johnny Mathis'' Feet,69,1128,0.042,0.135,0.139,1.0,0.959,0.952,0.6579999999999999,0.46551623376623386,0.5422012987012987,0.22079437572499788,0.15567510767392195,0.16995247007030653
248,1.2819148936170213,2645.8829787234044,0.23576,-0.107853333,AMG1608,The Cyrkle,Red Rubber Ball,2520,1596,0.02,0.1,0.136,1.0,0.971,0.991,0.6751296493092455,0.45775239107332627,0.5311795961742827,0.20675212876205856,0.16069527560983005,0.1531346947369445
249,2.36,4124.66,0.051993333,0.33478,AMG1608,Hank Williams,Move It on Over,1983,2850,0.0,0.135,0.087,1.0,0.931,0.936,0.641624092888244,0.4534310595065312,0.5264949201741654,0.2123094276792242,0.16305244633195518,0.16670438531039308
250,1.975,561.5,0.037266667,0.33926,AMG1608,4hero,Universal Love,147,465,0.0,0.108,0.136,1.0,0.855,0.934,0.6510833333333333,0.4547898550724637,0.5257065217391306,0.2065071698806635,0.16151939722065697,0.17075250806901113
251,1.9533333333333334,1078.3466666666666,0.602813333,0.00378,AMG1608,The Who,Sparks,956,2016,0.0,0.127,0.102,1.0,0.951,0.991,0.6217256317689531,0.4904927797833935,0.5306787003610108,0.21214628809288485,0.18566855139876437,0.17576928207737794
252,0.43783783783783786,149776.2162162162,0.60692,0.282293333,AMG1608,New Order,Blue Monday,51578,3486,0.0,0.073,0.102,1.0,0.931,0.886,0.6290300751879699,0.4585601503759399,0.5125,0.2262554158867218,0.16887661993094064,0.1579276992553567
253,1.3405405405405406,6435.4324324324325,0.33392,0.408273333,AMG1608,Debbie Gibson,Shake Your Love,4383,3570,0.031,0.091,0.113,1.0,0.951,0.953,0.6563758865248227,0.4587748226950355,0.522322695035461,0.21056666466960772,0.17116196977669154,0.16044460468152083
255,5.248587570621469,131317.6836158192,0.288973333,-0.034446667,AMG1608,Nancy Sinatra,These Boots Are Made for Walkin'',52472,1953,0.042,0.118,0.136,1.0,0.959,0.94,0.6594828326180256,0.47101287553648075,0.5359227467811158,0.2170399119069144,0.16380917250005986,0.1530310195477924
256,1.1780104712041886,13157.994764397905,0.42984,-0.13016,AMG1608,Public Enemy,Don''t Believe the Hype,7210,1081,0.0,0.127,0.136,1.0,0.959,0.96,0.5902040472175379,0.4703338954468803,0.5311180438448566,0.21909934001361842,0.17122752312890785,0.16529891912451986
257,1.2755905511811023,7029.4488188976375,0.50952,-0.079266667,AMG1608,Ministry,Stigmata,2821,1128,0.0,0.09,0.144,1.0,0.941,0.922,0.6126576402321083,0.46169052224371376,0.5225203094777563,0.2165156170062543,0.1733781573130072,0.15875868429369064
258,1.967741935483871,135.38709677419354,0.1053,0.30892,AMG1608,Harry Nilsson,Nobody Cares About the Railroads Anymore,31,5151,0.061,0.156,0.202,1.0,0.787,0.905,0.7089826589595376,0.42795375722543355,0.5368034682080925,0.1812348301266298,0.14501222141875209,0.14135012026712077
259,1.1360544217687074,58850.34013605442,-0.049906667,-0.06404,AMG1608,Elton John,Madman Across the Water,16384,15225,0.0,0.112,0.148,1.0,0.951,0.991,0.6578389955686853,0.4492599704579025,0.5316883308714918,0.21501240314614858,0.16288695505176168,0.16961037511272278
260,1.1727272727272726,18120.727272727272,0.269086667,0.273586667,AMG1608,Van Morrison,Moondance,2939,21945,0.0,0.069,0.102,1.0,0.945,0.938,0.693640350877193,0.4468333333333333,0.5355736842105263,0.21058568119569998,0.16469085469921604,0.15989527221288835
261,8.841860465116278,32066.525581395348,0.314213333,-0.13166,AMG1608,Marvin Gaye,I Heard It Through the Grapevine,11591,4095,0.0,0.09,0.102,1.0,0.959,0.96,0.6584176136363636,0.464953125,0.5399545454545455,0.23236064583313748,0.17347900883149084,0.16563057895466377
262,2.330827067669173,5348.015037593985,0.197253333,0.002726667,AMG1608,Barenaked Ladies,Jane,2876,6670,0.031,0.123,0.102,1.0,0.931,0.938,0.6465532591414944,0.4476852146263911,0.5166009538950715,0.21551555527016067,0.14956364169806546,0.16229099660395974
263,1.638095238095238,1386.6,-0.29548,-0.2411,AMG1608,Tim Buckley,Dolphins,715,990,0.0,0.123,0.149,1.0,0.931,0.938,0.6273371040723981,0.4612466063348416,0.5322466063348417,0.22962445319373054,0.1710984925399831,0.1611671159826694
264,2.6106194690265485,485.5132743362832,0.52194,-0.06344,AMG1608,Albert Ayler,Holy Ghost,279,25878,0.0,0.1,0.087,1.0,0.929,0.922,0.6303718592964824,0.46601507537688447,0.5330603015075377,0.20684005365831867,0.16643162160983876,0.17238699162383742
265,1.0229885057471264,3600.729885057471,0.508546667,0.462086667,AMG1608,Charlie Parker,A Night in Tunisia,1225,3916,0.0,0.069,0.155,1.0,0.959,0.944,0.6347650695517774,0.4635193199381762,0.5409860896445132,0.22171776710868088,0.17311010253101466,0.17198856464797294
266,2.0271493212669682,7097.6742081447965,0.332013333,0.167526667,AMG1608,Aretha Franklin,I Never Loved a Man (The Way I Love You),2334,3240,0.02,0.09,0.102,1.0,0.945,0.953,0.6439798742138365,0.4522314465408805,0.5289006289308176,0.22768070487588563,0.16420067978424346,0.16895439724887273
267,0.42045454545454547,16954.19318181818,-0.243346667,-0.199566667,AMG1608,The Rolling Stones,Fool to Cry,4255,104653,0.022,0.123,0.087,1.0,0.959,0.93,0.6147200811359027,0.45565720081135896,0.530760649087221,0.22751153536017601,0.16679298709045032,0.1694440200421163
268,1.4777777777777779,1566.9888888888888,0.4207,0.1368,AMG1608,Heaven 17,(We Don''t Need This) Fascist Groove Thang,1391,1711,0.0,0.09,0.087,1.0,0.952,0.991,0.6118248275862068,0.4674524137931035,0.5280413793103448,0.21608684166243358,0.17834788777051505,0.17305213805175224
269,2.3551401869158877,45567.84112149533,-0.217453333,-0.219013333,AMG1608,Radiohead,Fake Plastic Trees,19127,64620,0.0,0.073,0.102,1.0,0.971,0.991,0.5996503442999235,0.4534016832440704,0.5080673297628155,0.23715543588819735,0.16968373454004212,0.17280044097294653
270,5.11864406779661,1081.9435028248588,0.435526667,-0.224393333,AMG1608,Throwing Muses,Hate My Way,303,3828,0.0,0.123,0.12,1.0,0.941,0.952,0.6022130718954248,0.47202745098039217,0.5083751633986928,0.23872004970795146,0.1803732257136792,0.16269507553159412
271,2.8734177215189876,65862.88607594937,0.610873333,0.542206667,AMG1608,Deee-Lite,Groove Is in the Heart,23955,9316,0.041,0.082,0.125,1.0,0.971,0.934,0.661537610619469,0.4833473451327434,0.531174778761062,0.1968762166998308,0.17765529084561932,0.15372523644590713
272,4.333333333333333,3050.8455284552847,-0.159206667,-0.19216,AMG1608,My Bloody Valentine,To Here Knows When,1378,5356,0.0,0.073,0.045,1.0,0.92,0.991,0.6311700404858299,0.4494554655870445,0.5059473684210527,0.19359892312639077,0.15794430245493984,0.16019521959310984
273,1.2074074074074075,10762.303703703703,-0.125526667,0.48456,AMG1608,Al Green,I''m Still in Love With You,2494,5671,0.0,0.127,0.096,1.0,0.931,0.954,0.6803863636363636,0.44794214876033056,0.5285537190082644,0.21452368515080855,0.16204287434699563,0.15499239013781643
275,2.6,16467.992857142857,0.126693333,-0.010206667,AMG1608,The Smiths,The Boy With the Thorn in His Side,4311,2346,0.017,0.073,0.102,1.0,0.94,0.991,0.6441655172413793,0.46305172413793094,0.5266896551724138,0.2266535094360926,0.17077843579317958,0.15328357677819004
276,0.7980295566502463,36945.00492610838,-0.352673333,0.465386667,AMG1608,Billy Joel,Just the Way You Are,15384,2080,0.031,0.118,0.102,1.0,0.948,0.938,0.6814448529411764,0.45302450980392156,0.5345625,0.2048322417536332,0.16030741751456437,0.15606887268597924
277,1.8406593406593406,128377.6043956044,0.697653333,-0.052893333,AMG1608,Limp Bizkit,Rollin'' (Air Raid Vehicle),52431,8001,0.0,0.091,0.149,1.0,0.959,0.963,0.5939817351598173,0.47257077625570776,0.5020342465753425,0.22710761093041354,0.17981838858691732,0.15023262272140303
278,0.6666666666666666,863.75,0.51586,0.4948,AMG1608,Freddie & the Dreamers,Do the Freddie,1368,8001,0.02,0.137,0.087,1.0,0.971,0.981,0.6347538699690403,0.48129721362229105,0.5249999999999999,0.2218453748308432,0.1799508931075602,0.1590576610380139
279,1.7777777777777777,6975.62962962963,0.29928,0.171566667,AMG1608,Violent Femmes,Kiss Off,1892,5460,0.0,0.069,0.12,1.0,0.959,0.981,0.6329825174825175,0.4647937062937063,0.5225402097902099,0.22772008589976772,0.1715199776334967,0.1697294956919298
280,1.855072463768116,1649.072463768116,-0.55794,0.273966667,AMG1608,Frank Sinatra,Moonlight in Vermont,668,2850,0.021,0.1,0.081,1.0,0.93,0.974,0.6927986463620982,0.44860575296108285,0.5455871404399323,0.18877500300854563,0.16069721576084642,0.16445408025439057
281,1.7169811320754718,103.09433962264151,-0.019933333,0.285533333,AMG1608,Todd Rundgren,Hello It''s Me,63,1891,0.02,0.073,0.096,1.0,0.918,0.934,0.6329361702127659,0.4504822695035461,0.5124397163120566,0.21612865921655722,0.1712014111275232,0.16402546754754183
282,0.7727272727272727,1976.378787878788,0.513993333,0.581153333,AMG1608,Esquivel,Mucha Muchacha,534,378,0.153,0.2,0.26,0.98,0.843,0.889,0.6956138613861386,0.4784158415841584,0.5691584158415841,0.17353218550442046,0.14015871484333273,0.14239071126118216
283,3.283333333333333,1834.025,0.555066667,0.468586667,AMG1608,Bobby Byrd,I Know You Got Soul,608,666,0.021,0.091,0.148,1.0,0.868,0.953,0.6567374005305039,0.45578249336870025,0.5491936339522546,0.19019616834695457,0.16442747353895845,0.16350639964638417
284,3.981366459627329,524.3105590062112,0.372133333,-0.1189,AMG1608,Red Hot Chili Peppers,True Men Don''t Kill Coyotes,321,1485,0.0,0.123,0.136,1.0,0.941,0.938,0.6052450090744101,0.4652577132486388,0.5049038112522686,0.22669413884942358,0.17441826116195877,0.1592564649864909
285,1.2326530612244897,1687.3836734693878,0.357373333,-0.12596,AMG1608,"Cream, Eric Clapton",White Room,1422,3570,0.031,0.073,0.129,1.0,0.971,0.943,0.6390400552486188,0.45314226519337014,0.5272831491712707,0.19777164500061345,0.17017973716477863,0.16334884458379298
286,0.5283018867924528,3455.6540880503144,0.30872,0.429133333,AMG1608,Neil Diamond,"""Cherry",2493,3570,0.041,0.102,0.134,1.0,0.971,0.94,0.677694964028777,0.48287194244604315,0.5565352517985612,0.19939063267423965,0.1836794900019439,0.1630848106225968
287,2.072289156626506,4302.295180722892,-0.549546667,0.102886667,AMG1608,Billie Holiday,God Bless the Child,1576,39060,0.012,0.1,0.045,1.0,0.943,0.923,0.6670712250712251,0.43849145299145303,0.5324729344729344,0.21574893092782618,0.1568346460562587,0.16292121524299813
288,1.2857142857142858,6186.9455782312925,0.089506667,0.131786667,AMG1608,Simon & Garfunkel,The Only Living Boy in New York,3471,3081,0.0,0.102,0.081,1.0,0.931,0.94,0.659374827109267,0.4552143845089903,0.5370567081604426,0.21378620012865168,0.16147132439434436,0.16795594773880007
289,1.6129032258064515,12755.145161290322,0.114793333,0.004126667,AMG1608,Dionne Warwick,I''ll Never Fall in Love Again,1606,1326,0.173,0.09,0.151,1.0,0.959,0.963,0.7179169811320756,0.46897735849056604,0.5786226415094339,0.1823107588123386,0.1561903445410262,0.16684794229793967
290,1.043859649122807,2609.7894736842104,-0.321533333,-0.06164,AMG1608,Van Morrison,Madame George,2306,10440,0.021,0.106,0.154,1.0,0.945,0.953,0.6533978102189781,0.4539270072992701,0.5383795620437956,0.2096321984866887,0.16055252564910674,0.16094381734642121
291,0.8354430379746836,9974.259493670887,0.471653333,0.328733333,AMG1608,Humble Pie,30 Days in the Hole,6723,741,0.01,0.123,0.083,1.0,0.971,0.971,0.6315137111517367,0.46834369287020117,0.5227038391224863,0.23110325716224914,0.18335244681787943,0.1636259024042804
292,2.8784530386740332,4604.281767955801,0.33536,0.368853333,AMG1608,The White Stripes,Hotel Yorba,1886,6441,0.031,0.118,0.12,1.0,0.971,0.954,0.635104381443299,0.4461469072164949,0.5047886597938145,0.20962796090617639,0.17551431980023305,0.1680605088428692
293,1.125,4936.931818181818,0.256426667,0.0273,AMG1608,XTC,Making Plans for Nigel,4699,1891,0.0,0.082,0.148,1.0,0.945,0.953,0.6295868055555557,0.46777256944444445,0.5215225694444445,0.20977428722826258,0.16638894824605976,0.16314696339082546
294,0.328,13557.512,0.3817,-0.534066667,AMG1608,Body Count,Body Count,5381,2278,0.0,0.09,0.12,1.0,0.971,0.922,0.5820026385224274,0.4928601583113456,0.5251503957783642,0.24759391888790092,0.19408757901801804,0.1708055798395951
295,0.8152866242038217,2912.579617834395,0.404533333,0.479026667,AMG1608,The Lovin'' Spoonful,Summer in the City,689,9045,0.01,0.123,0.114,1.0,0.96,0.952,0.6493894601542417,0.44325964010282776,0.5115089974293059,0.20894782989044036,0.15946854929591014,0.15734430696937557
296,1.5681818181818181,141.88636363636363,0.002506667,0.163013333,AMG1608,Bettie Serveert,Tom Boy,44,820,0.11,0.118,0.148,1.0,0.931,0.938,0.6503657142857142,0.4490971428571429,0.53248,0.18658036686771898,0.16428324553010498,0.17667669153947085
297,1.7481481481481482,1232.7703703703703,0.221633333,0.183106667,AMG1608,The Doors,Ship of Fools,725,4186,0.0,0.08,0.102,1.0,0.952,0.925,0.591052276559865,0.45550084317032036,0.517566610455312,0.2426682593312717,0.17173949203455757,0.1739063685777601
298,1.7473684210526317,243463.63157894736,0.07436,0.104953333,AMG1608,Alicia Keys,Fallin'',43460,7626,0.012,0.118,0.125,1.0,0.931,0.938,0.6721393596986818,0.45425235404896414,0.5369001883239172,0.21332728725042882,0.16598924825693026,0.16172662532677515
299,0.847953216374269,27077.783625730994,0.42558,0.46886,AMG1608,Bruce Springsteen,Born to Run,13127,1176,0.0,0.09,0.154,1.0,0.941,0.923,0.6667668711656441,0.48156441717791404,0.5519355828220859,0.21551411244796778,0.17717336097141873,0.15635806760899365
300,510.319587628866,632468.0618556701,0.2095,0.22874,AMG1608,Oasis,Wonderwall,106389,1540,0.022,0.1,0.113,1.0,0.931,0.905,0.6537265238879737,0.4613146622734762,0.5201515650741351,0.21872212355321094,0.1655332661745232,0.16111442572978862
301,1.2526315789473683,32780.79473684211,0.31432,0.199793333,AMG1608,Bryan Adams,Run to You,16639,1653,0.031,0.09,0.179,1.0,0.959,0.938,0.692657937806874,0.48969721767594104,0.5416022913256956,0.20723798590423048,0.17536618823437014,0.15897968916975436
302,1.2721518987341771,2078.0759493670885,0.248793333,0.250266667,AMG1608,Elvis Presley,Good Rockin'' Tonight,1169,4851,0.01,0.127,0.087,1.0,0.959,0.955,0.6459853896103896,0.4652029220779221,0.5425925324675325,0.21626216726335062,0.17464895166204356,0.17910626688771733
303,1.9008264462809918,1098.7107438016528,-0.48546,-0.26124,AMG1608,Randy Newman,Political Science,638,10585,0.0,0.108,0.045,1.0,0.969,0.973,0.600338768115942,0.4602228260869565,0.5319873188405798,0.23962231189938096,0.17514368274381434,0.17857025902135668
304,1.4406779661016949,13127.785310734464,0.39942,0.61494,AMG1608,Amy Grant,Baby Baby,9222,25651,0.012,0.082,0.148,1.0,0.96,0.991,0.6679050847457627,0.4643468926553672,0.5335389830508475,0.2282863368981762,0.16050992168468867,0.16277163132753814
305,0.6538461538461539,657.2435897435897,0.533373333,0.01234,AMG1608,The Undertones,Get Over You,281,1485,0.061,0.13,0.114,1.0,0.931,0.991,0.649980694980695,0.4759343629343629,0.5301814671814671,0.21106774421765048,0.1553768098508209,0.1679229990462645
