query_index,score,submission.score,arousal,valence,dataset,artist_name,song_name,n_words,submission.n_comments,min.Valence,min.Arousal,min.Dominance,max.Valence,max.Arousal,max.Dominance,mean.Valence,mean.Arousal,mean.Dominance,std.Valence,std.Arousal,std.Dominance
802,4.294303797468355,16938.107594936708,0.610953333,0.510506667,AMG1608,Thin Lizzy,The Boys Are Back in Town,5402,17072,0.0,0.09,0.087,1.0,0.959,0.991,0.6167798804780876,0.4637993027888446,0.5333834661354582,0.22303268779306984,0.17348127255633322,0.16441079096848768
803,8.820627802690582,36824.372197309414,0.07524,0.253393333,AMG1608,The Mamas & the Papas,Creeque Alley,3133,11458,0.021,0.13,0.087,1.0,0.941,0.963,0.628454251883746,0.45938428417653393,0.5161399354144242,0.22528054900602942,0.17063360566446778,0.16392413683883741
804,14.814700432365658,11204.878937615813,-0.21068,-0.049746667,AMG1608,Mazzy Star,Fade Into You,20628,18275,0.0,0.046,0.045,1.0,0.971,0.991,0.6488029539729792,0.45584474467597896,0.5186110602244105,0.21416875595426987,0.16734014214603377,0.15483811567909878
805,0.6457399103139013,113620.09865470852,-0.285706667,0.031946667,AMG1608,Frank Sinatra,One for My Baby (And One More for the Road),3063,86421,0.02,0.073,0.081,1.0,0.931,0.953,0.6582713987473904,0.44220772442588724,0.5192077244258874,0.20886201950965796,0.15876954922979547,0.15284787194131888
806,2.63855421686747,101.81927710843374,0.628186667,0.153586667,AMG1608,Sammy Hagar,I Can''t Drive 55,1387,115,0.0,0.137,0.087,1.0,0.948,0.934,0.608808056872038,0.45655924170616113,0.5146255924170616,0.21130395670740712,0.1542044946598359,0.1543136581501811
807,1.2535211267605635,1418.4507042253522,-0.358553333,-0.142286667,AMG1608,Willie Nelson,Pretty Paper,652,321,0.02,0.167,0.144,1.0,0.931,0.938,0.6503167938931297,0.45296946564885493,0.5406603053435115,0.20585413786717482,0.15515336320521583,0.16968798013473216
808,8.88950276243094,1973.6602209944751,0.456226667,0.134293333,AMG1608,The Smiths,This Charming Man,3724,982,0.0,0.1,0.113,1.0,0.971,0.953,0.6436392606755895,0.4515442957297642,0.520868068833652,0.21865091024153788,0.16126665625778178,0.15360170318333644
809,2.387978142076503,3677.256830601093,0.256166667,0.435413333,AMG1608,America,Sister Golden Hair,2354,2508,0.02,0.102,0.087,1.0,0.965,0.981,0.6545434298440981,0.45369376391982186,0.5284710467706013,0.19505067462142842,0.16140993459040653,0.15542798017187168
810,9.955489614243323,5307.436201780415,-0.076833333,0.106213333,AMG1608,Gordon Lightfoot,Sundown,7600,1730,0.0,0.069,0.069,1.0,0.959,0.991,0.6624721886336155,0.44980894800483673,0.5389634220072551,0.20015490254804408,0.15768488484160761,0.1598600542476984
811,1.5112781954887218,500.4812030075188,0.60526,0.05502,AMG1608,Bow Wow Wow,"""C30",1315,316,0.0,0.073,0.102,1.0,0.931,0.892,0.6187889733840304,0.450041825095057,0.5002908745247149,0.2031541829488399,0.16250796950331775,0.16025460989549586
812,1.75,21398.25,-0.31008,-0.108393333,AMG1608,Tim Hardin,Misty Roses,1840,6887,0.012,0.13,0.096,1.0,0.949,0.953,0.6713025477707006,0.4448375796178343,0.516,0.21758735991791972,0.15858612456485352,0.16881164536502005
813,2.3255813953488373,395784.86511627905,0.554893333,0.519366667,AMG1608,The Monkees,Daydream Believer,2684,156617,0.0,0.071,0.081,1.0,0.941,0.991,0.6353971861471861,0.4665519480519481,0.5253257575757576,0.22358250064936663,0.16909421718840215,0.16167933348593713
814,2.8125,52681.42307692308,-0.148186667,-0.3317,AMG1608,The Beautiful South,Old Red Eyes Is Back,2434,30408,0.0,0.09,0.087,1.0,0.939,0.981,0.6584698457223002,0.46182328190743344,0.5315385694249649,0.20913045496382168,0.17106819773825938,0.15926547157016627
815,0.907608695652174,13955.114130434782,0.317246667,0.260433333,AMG1608,Tom Lehrer,Poisoning Pigeons in the Park,1979,4692,0.02,0.073,0.131,1.0,0.97,0.991,0.6205323076923077,0.46583692307692304,0.5310338461538462,0.22680445689286868,0.17204097369959312,0.15891114114093075
816,4.303571428571429,657.1919642857143,-0.365586667,0.13306,AMG1608,Belle & Sebastian,The Stars of Track and Field,2377,592,0.0,0.073,0.081,1.0,0.952,0.991,0.6196917127071824,0.4653193370165746,0.5273082872928178,0.22170889235922925,0.172909692756414,0.1623684797509758
817,0.33544303797468356,11690.70253164557,0.45182,0.4086,AMG1608,The Andrews Sisters,Don''t Sit Under the Apple Tree (With Anyone Else But Me),1708,4926,0.012,0.118,0.113,1.0,0.931,0.991,0.6807694444444444,0.4470194444444445,0.5453222222222223,0.21416717674184185,0.15814652159236145,0.17049718364436367
818,0.651685393258427,4950.123595505618,0.470146667,-0.138613333,AMG1608,The Stooges,Loose,1236,2610,0.02,0.157,0.155,1.0,0.93,0.981,0.6316877934272301,0.4648169014084507,0.533924882629108,0.19929495419677853,0.16819633987980945,0.16469039470718905
819,2.7961783439490446,956.6433121019109,0.338033333,0.296253333,AMG1608,Eric Dolphy,Iron Man,1837,910,0.02,0.073,0.131,1.0,0.959,0.952,0.6396032608695651,0.452735054347826,0.5330910326086957,0.20279223694091925,0.16082092688646865,0.1608240129158604
820,2.217391304347826,160.34782608695653,0.355993333,0.27164,AMG1608,The Kinks,David Watts,836,45,0.073,0.127,0.106,1.0,0.931,0.953,0.6610780141843972,0.4472269503546099,0.5387482269503547,0.18963627184774798,0.1608897356238139,0.1607545278842225
821,1.3177083333333333,94321.47916666667,-0.280433333,0.16804,AMG1608,Syd Barrett,Baby Lemonade,1697,46433,0.02,0.127,0.148,1.0,0.945,0.954,0.6231916058394161,0.4648448905109489,0.5347062043795621,0.2330246273062944,0.16400688784580209,0.1708809291703515
822,2.9126984126984126,2196.7341269841268,0.278213333,0.346333333,AMG1608,Big Joe Turner,"""Shake",3165,2893,0.0,0.102,0.081,1.0,0.941,0.936,0.6560843971631205,0.4480375886524822,0.5271326241134752,0.20907663258802714,0.160941964174557,0.16384732589358145
823,3.227272727272727,1437.1045454545454,0.294953333,-0.173586667,AMG1608,Pearl Jam,Daughter,2111,987,0.021,0.127,0.148,1.0,0.959,0.991,0.641845223700121,0.4658065296251511,0.5343155985489723,0.21974959386904386,0.17096392807570576,0.16883991955926214
824,5.661087866108787,1918.7071129707113,0.042433333,-0.137426667,AMG1608,Nirvana,All Apologies,3427,2676,0.0,0.082,0.081,1.0,0.969,0.991,0.614746687451286,0.46463289166017147,0.5184427123928294,0.23189729334223647,0.17389888505860843,0.16739124939469338
825,2.521276595744681,1098.2446808510638,0.340893333,0.525393333,AMG1608,Major Lance,The Monkey Time,1077,182,0.005,0.069,0.102,1.0,0.948,0.981,0.6440820512820513,0.44815897435897434,0.5221307692307693,0.1936880284794188,0.16845572708775022,0.15691064975685637
826,2.088235294117647,34.76470588235294,0.575426667,-0.102733333,AMG1608,Nazareth,Hair of the Dog,1005,42,0.021,0.157,0.194,1.0,0.948,0.938,0.6608547297297297,0.4495405405405406,0.5373817567567567,0.18013921879214795,0.1430378344344839,0.14668665856733223
827,3.5259515570934257,78805.67820069204,-0.21708,-0.249,AMG1608,Bob Dylan,It Ain''t Me Babe,4236,62802,0.0,0.09,0.102,1.0,0.959,0.991,0.61905,0.4521085526315789,0.5157184210526315,0.22538860918006431,0.16908512117269625,0.16339867819040532
828,1.4142857142857144,31739.957142857143,0.43324,-0.003193333,AMG1608,Foreigner,Double Vision,2464,20892,0.0,0.09,0.136,1.0,0.98,0.991,0.581961963190184,0.48564049079754595,0.5185361963190185,0.23484890804075448,0.1893083871217761,0.16718523427024234
829,2.535135135135135,85719.31891891891,0.219373333,-0.486866667,AMG1608,Derek & the Dominos,Anyday,2786,47247,0.0,0.078,0.102,1.0,0.948,0.991,0.6476623735050598,0.47384544618215263,0.5366163753449862,0.22686608419402154,0.16646342497796524,0.16755202327958268
830,2.1515151515151514,4300.737373737374,0.521413333,0.15764,AMG1608,The Who,Amazing Journey,3391,4179,0.0,0.118,0.081,1.0,0.941,0.953,0.6582204918032787,0.4532122950819672,0.5411426229508197,0.2023130512438917,0.1660517181647778,0.16702704998124124
831,2.4330708661417324,1030.0354330708662,0.633733333,-0.184053333,AMG1608,David Bowie,Moonage Daydream,3983,1224,0.0,0.09,0.087,1.0,0.952,0.991,0.6566365517241379,0.446671724137931,0.5325234482758621,0.19653109947075728,0.16105537401602207,0.16680764576341706
832,2.2566844919786098,6909.957219251337,0.64126,-0.087733333,AMG1608,The Rolling Stones,Start Me Up,2260,4345,0.02,0.133,0.112,1.0,0.959,0.938,0.6316346820809249,0.44844624277456646,0.5206820809248555,0.22591149364834837,0.16343138974942087,0.16828439735701253
833,3.0597014925373136,4050.6567164179105,0.384326667,0.458586667,AMG1608,Django Reinhardt,I Got Rhythm,768,358,0.022,0.147,0.194,1.0,0.948,0.943,0.6505147679324894,0.47318987341772156,0.5363713080168776,0.20983756024068645,0.1671134098791135,0.17136759632902285
834,1.794871794871795,2031.628205128205,-0.43476,-0.02138,AMG1608,Simon & Garfunkel,Homeward Bound,1481,921,0.021,0.118,0.114,1.0,0.955,0.966,0.6464497041420119,0.43962721893491125,0.5265128205128206,0.20656050931102315,0.13968731699904857,0.16290016503403532
835,71.40092165898618,26965.877880184333,0.433233333,-0.196433333,AMG1608,*NSYNC,Bye Bye Bye,5761,21171,0.0,0.082,0.102,1.0,0.935,0.991,0.6359628349178911,0.4586607605877269,0.5270613656006915,0.2146775830857792,0.17201956812780492,0.16486945311324158
836,28.644772117962468,2439.804289544236,0.456433333,-0.73456,AMG1608,Eminem,The Way I Am,13169,5815,0.0,0.073,0.045,1.0,0.971,0.991,0.6213205204021289,0.45509481569091265,0.5285793416124581,0.21899871207372418,0.1745264499772191,0.1632294210940121
837,2.300724637681159,16234.307971014492,0.38782,-0.252806667,AMG1608,Public Enemy,911 Is a Joke,3205,6983,0.0,0.108,0.102,1.0,0.965,0.954,0.6238285420944559,0.46662114989733056,0.5273850102669404,0.21454579371728025,0.17687868460948022,0.16890139737765725
838,1.1734693877551021,4499.826530612245,0.309586667,0.031133333,AMG1608,Hoyt Axton,Della and the Dealer,1422,1078,0.0,0.127,0.087,1.0,0.971,0.981,0.6107106918238995,0.45567295597484275,0.523020964360587,0.20904407317190768,0.1682922064953817,0.1658593093074429
839,2.669260700389105,10839.910505836577,0.692213333,0.113213333,AMG1608,Stiff Little Fingers,Alternative Ulster,2599,5834,0.0,0.102,0.102,1.0,0.959,0.972,0.6354819401444788,0.4526233230134159,0.5228214654282766,0.2031095507384885,0.1650660133189015,0.16068009550805726
840,14.954166666666667,626.9791666666666,0.3042,-0.173053333,AMG1608,Sparks,I Predict,17846,2492,0.0,0.073,0.045,1.0,0.971,0.991,0.5941154737559646,0.46932801635991817,0.5430758009543286,0.21720677936129992,0.17894076835909498,0.17631660166199542
841,3.857142857142857,617996.0,-0.405186667,-0.28378,AMG1608,Johnnie Ray,Cry,2323,122357,0.0,0.09,0.087,1.0,0.931,0.938,0.6313855072463768,0.47547246376811597,0.515463768115942,0.24172307651439087,0.18413084633202306,0.1632569293830249
842,2.546448087431694,3672.0491803278687,0.22444,0.08536,AMG1608,The Dukes of Stratosphear,Vanishing Girl,1554,1759,0.0,0.09,0.136,1.0,0.96,0.963,0.6155014005602241,0.45697478991596635,0.5138823529411766,0.22123729113379148,0.16521086677215024,0.161059100412215
843,3.279503105590062,1783.0683229813665,0.346413333,0.11232,AMG1608,Siouxsie and the Banshees,Hong Kong Garden,1752,1748,0.0,0.135,0.148,1.0,0.959,0.938,0.6552366621067031,0.4627701778385773,0.5269384404924761,0.214402847230684,0.15600176232705326,0.16250809981845735
844,4.568539325842696,24168.755056179776,0.610873333,-0.073273333,AMG1608,Anthrax,Bring the Noise,4593,33411,0.0,0.112,0.081,1.0,0.971,0.963,0.6312485962225626,0.45951863195507914,0.5172031648800408,0.2165032016616485,0.16576934433394447,0.1578412319864615
845,1.4627659574468086,413.531914893617,0.270226667,0.4493,AMG1608,Roy Wood,Songs of Praise,2372,546,0.021,0.125,0.139,1.0,0.931,0.934,0.6349488304093568,0.46231432748538004,0.5269078947368421,0.23119231727757775,0.16904103576054114,0.17536608518229688
846,1.4378698224852071,3886.5147928994083,0.2177,0.494806667,AMG1608,Waylon Jennings,Only Daddy That''ll Walk the Line,1669,2284,0.0,0.122,0.102,1.0,0.946,0.953,0.6264189406099518,0.47021348314606737,0.5327431781701445,0.21626664074218951,0.17201972428005216,0.1675607530486488
847,2.2557251908396947,34471.29389312977,0.489033333,-0.110613333,AMG1608,X,We''re Desperate,5279,43448,0.0,0.073,0.045,1.0,0.971,0.991,0.6049148437499999,0.44809804687500004,0.50693046875,0.21208785647735065,0.1619752565666549,0.1675599076007881
848,2.3221153846153846,2672.110576923077,0.26498,0.140986667,AMG1608,The Stone Roses,I Am the Resurrection,3819,1896,0.0,0.13,0.148,1.0,0.959,0.991,0.6226333333333333,0.4599557971014493,0.5201536231884059,0.21137452792690278,0.17231425729132696,0.16116639173359448
849,1.7425742574257426,700.2970297029703,-0.20006,0.113366667,AMG1608,Harry Nilsson,Me and My Arrow,860,160,0.02,0.178,0.148,1.0,0.941,0.954,0.6591348973607039,0.461542521994135,0.528565982404692,0.20454004206512752,0.16309451097474564,0.15691814806561052
850,5.962162162162162,1938.0432432432433,0.469853333,-0.26618,AMG1608,Black Sabbath,Sweet Leaf,2212,416,0.0,0.073,0.081,1.0,0.931,0.954,0.6430529411764706,0.4357823529411765,0.5152505882352941,0.20293022067031802,0.15917166594789764,0.16125635869971316
851,3.5901639344262297,530.3551912568306,0.472606667,0.055773333,AMG1608,Television,See No Evil,2269,409,0.0,0.108,0.045,1.0,0.941,0.944,0.6378069584736252,0.4578978675645342,0.517304152637486,0.21097256543744158,0.16434023937047945,0.16918239135481558
852,1.6205533596837944,27866.415019762844,0.426066667,0.213633333,AMG1608,Del tha Funkee Homosapien,Mistadobalina,3473,15903,0.0,0.082,0.096,1.0,0.971,0.991,0.6092970903522205,0.45413169984686064,0.5217947932618684,0.21891290930701016,0.16462260415552715,0.16160976366647128
853,1.7215189873417722,2446.3291139240505,0.05246,-0.06144,AMG1608,Johnny Paycheck,Take This Job and Shove It,1056,368,0.0,0.073,0.12,1.0,0.935,0.953,0.6326220472440944,0.4619895013123359,0.5177349081364829,0.22309237864027698,0.1672372405486577,0.16551770636497018
854,2.2168141592920354,27590.951327433628,0.554093333,0.05114,AMG1608,Derek & the Dominos,Layla,3061,17814,0.0,0.09,0.125,1.0,0.939,0.991,0.6428325750682439,0.459565059144677,0.5349454049135578,0.21176016435458195,0.1645291180630135,0.16444911273054694
855,0.35390946502057613,52083.71604938272,0.505333333,0.39312,AMG1608,Poison,Unskinny Bop,2587,33383,0.0,0.102,0.045,1.0,0.952,0.991,0.6294024390243902,0.4544155722326454,0.5245891181988743,0.23030027419548388,0.16641404582936098,0.17348639874105948
856,4.950787401574803,2914.3425196850394,0.369193333,0.46872,AMG1608,Dexys Midnight Runners,Come on Eileen,6019,3734,0.0,0.13,0.045,1.0,0.959,0.981,0.6368497340425533,0.45723448581560283,0.5180066489361702,0.22058178070220644,0.16659843105950056,0.1535523584483167
857,2.7425373134328357,97745.7276119403,0.0448,0.177853333,AMG1608,Big Star,September Gurls,5226,103363,0.0,0.073,0.087,1.0,0.959,0.981,0.6359325250395361,0.45577227200843434,0.5332287822878229,0.20737629295396223,0.16311951628674656,0.1667448256215614
858,8.331395348837209,20601.13953488372,0.55608,-0.16766,AMG1608,Bikini Kill,Rebel Girl,1856,6779,0.0,0.1,0.045,1.0,0.96,0.991,0.6351294642857143,0.49327380952380956,0.531703869047619,0.22980425071397254,0.176866691482477,0.16222194172019444
859,14.201183431952662,19853.437869822486,-0.215006667,-0.120606667,AMG1608,Gene Clark,Tried So Hard,1403,8154,0.0,0.105,0.125,1.0,0.931,0.942,0.7125648312611013,0.4481509769094138,0.5472504440497337,0.21730522175393857,0.1582407068156861,0.16176716323814186
860,7.105849582172702,4835.57660167131,0.380866667,0.167726667,AMG1608,The Misfits,Last Caress,4317,4391,0.0,0.098,0.102,1.0,0.971,0.972,0.6246938131313131,0.46768939393939396,0.5271186868686869,0.2322650131273277,0.17487203006611135,0.1588574725357933
861,2.5849056603773586,1426.2877358490566,-0.0967,0.404433333,AMG1608,Percy Sledge,When a Man Loves a Woman,3113,897,0.0,0.071,0.081,1.0,0.958,0.955,0.6267651109410864,0.44923182861514915,0.5282677888293803,0.22087601396361609,0.17109018236661971,0.16468880178945577
862,5.437007874015748,14211.531496062993,-0.143606667,0.107,AMG1608,Take That,Back for Good,2634,11828,0.0,0.082,0.096,1.0,0.961,0.922,0.6308371647509579,0.4557643678160919,0.5099386973180077,0.21971715086336902,0.1790515066323333,0.16257849811847394
863,5.73943661971831,21287.165492957745,-0.077326667,0.16202,AMG1608,Pulp,Babies,3178,24334,0.0,0.127,0.087,1.0,0.965,0.966,0.617887808526552,0.4760284218399402,0.5280014958863126,0.22675383189243667,0.17826509837704857,0.1674956206349658
864,105.69580731489741,28980.471900089207,-0.105273333,0.05938,AMG1608,Queen,Bohemian Rhapsody,12150,13855,0.0,0.073,0.087,1.0,0.969,0.981,0.6286730015673981,0.45836755485893416,0.5257102272727273,0.21339575220354723,0.16747217016903357,0.16288866176898179
865,2.0106382978723403,10676.218085106382,0.283133333,0.01896,AMG1608,The Smiths,Hand in Glove,1488,5207,0.0,0.16,0.113,1.0,0.931,0.952,0.6301237458193979,0.44657525083612043,0.5096036789297659,0.23506910079540314,0.1603600017888581,0.17073498164199405
866,1.4245810055865922,4763.430167597765,0.318466667,0.228066667,AMG1608,Camper Van Beethoven,Take the Skinheads Bowling,3172,3500,0.012,0.069,0.045,1.0,0.955,0.953,0.6306559865092749,0.4633634064080944,0.5269232715008432,0.2084346149943539,0.1632756732078198,0.1597786919294594
867,1.3823529411764706,51.38235294117647,-0.339013333,-0.226366667,AMG1608,Throbbing Gristle,20 Jazz Funk Greats,406,29,0.153,0.116,0.17,1.0,0.93,0.923,0.6526583333333332,0.43866666666666665,0.5060166666666667,0.19338134467364507,0.16412422705000596,0.14960631717964326
868,0.55,10257.935714285713,0.510793333,0.27664,AMG1608,The Coasters,Searchin'',1299,5306,0.0,0.13,0.118,1.0,0.97,0.902,0.616317843866171,0.4665,0.5148810408921932,0.21673779372003246,0.18225298325923261,0.1569628073146831
869,3.1470588235294117,2357.985294117647,0.386846667,-0.104733333,AMG1608,Pere Ubu,Final Solution,670,754,0.0,0.127,0.113,1.0,0.88,0.93,0.6575172413793102,0.4560306513409962,0.5384291187739464,0.21590333638721282,0.1488518591753517,0.16566151703325344
870,6.473417721518987,5692.440506329114,0.183093333,-0.00586,AMG1608,Echo & the Bunnymen,The Killing Moon,4554,5467,0.0,0.125,0.102,1.0,0.945,0.973,0.6533257273245865,0.45200285225328,0.5332110667427268,0.2055994090815137,0.16143778398157863,0.15753963751663524
871,0.819672131147541,1196.5737704918033,-0.52178,-0.259413333,AMG1608,Cowboy Junkies,Misguided Angel,1117,220,0.104,0.148,0.172,1.0,0.931,0.953,0.6456340326340326,0.4565710955710956,0.5236107226107226,0.1819128472078336,0.1699122580164957,0.1587332446870193
872,5.24793388429752,196.37190082644628,-0.49082,-0.1571,AMG1608,Joan Baez,Diamonds & Rust,1678,154,0.0,0.073,0.087,1.0,0.939,0.981,0.6092441379310345,0.47795862068965517,0.5281489655172414,0.22758041438242918,0.17656932011174736,0.15869141983390514
873,4.139372822299651,19462.91637630662,0.62416,0.609633333,AMG1608,Michael Jackson,Don''t Stop ''Til You Get Enough,3211,10628,0.0,0.082,0.045,1.0,0.959,0.991,0.62866692131398,0.4600099312452254,0.5321764705882354,0.21267392734259846,0.1751405876330874,0.1701068431909127
874,6.012987012987013,16308.373376623376,-0.143473333,-0.103746667,AMG1608,Link Wray,Rumble,3474,15215,0.0,0.082,0.087,1.0,0.959,0.991,0.6066891600861449,0.4735477386934674,0.5251952620244077,0.2307397654769424,0.18344290170604577,0.15861559132339037
875,2.5396825396825395,589.9603174603175,-0.416646667,-0.1454,AMG1608,James Carr,The Dark End of the Street,1175,411,0.0,0.112,0.149,1.0,0.959,0.943,0.631522633744856,0.4554238683127572,0.5251851851851852,0.2074099941473996,0.16750052582239405,0.16058920720518668
876,6.657534246575342,3123.2157534246576,0.303393333,0.527006667,AMG1608,Journey,Don''t Stop Believin'',2611,1286,0.0,0.082,0.081,1.0,0.951,0.953,0.6147739130434783,0.4651678260869565,0.5201321739130434,0.233673452008427,0.1754790995208208,0.1611828068476733
877,1.641255605381166,2831.85201793722,0.455953333,0.195213333,AMG1608,The Creation,Making Time,2690,1933,0.012,0.112,0.045,1.0,0.959,0.991,0.6320674603174603,0.4674176587301588,0.5364265873015873,0.22078779103925664,0.1704385871268651,0.16737779803941932
878,2.0603015075376883,1143.7989949748744,-0.139573333,0.269353333,AMG1608,U2,I Still Haven''t Found What I''m Looking For,2271,863,0.0,0.073,0.113,1.0,0.931,0.927,0.6616935312831389,0.46319088016967125,0.5262332979851538,0.20077830098661295,0.1646060717445419,0.16078472860866302
879,1.15,4391.05,0.516026667,0.281653333,AMG1608,Oingo Boingo,Dead Man''s Party,2197,3529,0.021,0.127,0.114,1.0,0.945,0.972,0.6684518430439953,0.46263020214030914,0.5295850178359096,0.1976975693531581,0.16691486992185722,0.15996735593784042
880,0.6548223350253807,1865.238578680203,0.486666667,-0.293866667,AMG1608,Kid Rock,I Am the Bullgod,1590,903,0.0,0.073,0.102,1.0,0.944,0.953,0.5954804804804805,0.4595135135135135,0.5169114114114115,0.22758829153865334,0.1753246199867586,0.16173490690072248
881,0.6265822784810127,1385.6518987341772,0.305166667,0.186086667,AMG1608,OutKast,"""So Fresh",2062,1709,0.0,0.123,0.102,1.0,0.94,0.943,0.6533672391017173,0.44792470277410834,0.5181334214002642,0.2045165673795433,0.16609329431998843,0.1641963172177796
882,4.865319865319865,5224.979797979798,-0.252813333,-0.008473333,AMG1608,Bob Dylan,Just Like Tom Thumb''s Blues,4799,5600,0.0,0.073,0.087,1.0,0.963,0.972,0.6301236525047558,0.45860875079264424,0.5321972098922003,0.2098499416850751,0.1649907157810203,0.16342592057275673
883,3.5153203342618387,12745.264623955432,0.266766667,-0.22936,AMG1608,Ween,Piss up a Rope,4541,11104,0.0,0.073,0.087,1.0,0.971,0.938,0.6182455257270695,0.4695341163310962,0.5265581655480984,0.22259183100740415,0.17229096385969342,0.1601409545438221
884,7.850806451612903,1539.3548387096773,0.463433333,0.122346667,AMG1608,Cypress Hill,Insane in the Brain,2972,527,0.0,0.123,0.136,1.0,0.971,0.944,0.6126024390243903,0.46503008130081297,0.5245975609756096,0.2132484094371823,0.1732292298066099,0.15908576731125676
885,1.3513513513513513,1441.2972972972973,-0.425446667,0.539753333,AMG1608,The Delfonics,La-La (Means I Love You),2068,748,0.0,0.123,0.102,1.0,0.959,0.981,0.630882445141066,0.4572257053291536,0.5333150470219435,0.19072138597881225,0.1697949890370502,0.1563427767914602
886,3.68125,741.946875,0.475326667,0.178066667,AMG1608,The Strokes,Last Nite,3380,1240,0.0,0.118,0.087,1.0,0.971,0.943,0.6439149090909091,0.46619636363636363,0.5272887272727274,0.20817470591709927,0.17415748737534203,0.16027875638744762
887,9.027227722772277,34982.87871287129,-0.209733333,0.265066667,AMG1608,Elton John,Goodbye Yellow Brick Road,5234,35234,0.0,0.106,0.087,1.0,0.971,0.981,0.6386517291768145,0.45572479298587437,0.5354559181685339,0.21916693458988074,0.16184810989452825,0.1632012642754593
888,2.6147540983606556,64648.774590163935,0.372713333,0.50838,AMG1608,The Association,Windy,1790,33956,0.0,0.09,0.081,1.0,0.971,0.953,0.6395823529411765,0.46424852941176464,0.5143338235294118,0.23013813930729132,0.17069010494794945,0.16100862691538137
889,12.384341637010676,3492.9240806642943,0.16252,-0.313313333,AMG1608,Black Sabbath,War Pigs,10419,3551,0.0,0.073,0.087,1.0,0.959,0.991,0.6286909927679158,0.46654766600920444,0.5339300898531667,0.22267498835379104,0.1745727962697019,0.16440229492512232
890,3.4021164021164023,6433.1005291005295,-0.393233333,-0.08254,AMG1608,Belle & Sebastian,The Fox in the Snow,2984,3095,0.02,0.112,0.087,1.0,0.959,0.938,0.6257152133580705,0.4400417439703154,0.5082384044526902,0.20878826593269093,0.16484038345098767,0.16725651167123662
891,1.026431718061674,6818.211453744493,0.372613333,0.05672,AMG1608,Blondie,X Offender,3749,3575,0.02,0.082,0.102,1.0,0.931,0.981,0.6466846673095469,0.47135969141755063,0.5377974927675988,0.2054303559951537,0.16468703451972416,0.16293402232429344
892,3.576388888888889,233.48611111111111,-0.128213333,0.473793333,AMG1608,U2,Where the Streets Have No Name,8759,728,0.0,0.1,0.081,1.0,0.971,0.981,0.6199740998104865,0.4591964624131396,0.5306610865445357,0.2084205053968647,0.1642754552980752,0.165740772246272
893,1.16580310880829,3405.9689119170985,-0.025826667,0.210706667,AMG1608,Air,Kelly Watch the Stars,2858,2174,0.0,0.122,0.143,1.0,0.951,0.991,0.6721661807580174,0.4502886297376093,0.5402342079689019,0.2043784174813698,0.15351971469035153,0.163350297235379
894,4.704663212435233,9086.145077720208,0.423086667,0.417266667,AMG1608,Big Star,When My Baby''s Beside Me,2469,7010,0.012,0.09,0.081,1.0,0.931,0.991,0.5996997549019607,0.4614093137254902,0.5094215686274509,0.2243255287993444,0.17653930648791494,0.16841708007021403
895,2.059880239520958,474.2934131736527,0.2328,-0.121246667,AMG1608,Army of Lovers,Crucified,2389,540,0.0,0.102,0.125,1.0,0.945,0.953,0.6191274175199091,0.46115585893060296,0.5372718998862344,0.2258167553148097,0.17453559481665296,0.1671524409475478
896,3.311004784688995,395.49282296650716,0.014193333,-0.041806667,AMG1608,Captain Beefheart,Abba Zaba,2516,512,0.005,0.135,0.12,1.0,0.929,0.972,0.6459133771929826,0.46288377192982455,0.5201019736842105,0.21926809236682085,0.15905369058020608,0.1636072628630004
897,3.3842105263157896,720.7526315789473,-0.078626667,0.307166667,AMG1608,The Stone Roses,Waterfall,2265,412,0.031,0.069,0.131,1.0,0.951,0.955,0.6509888059701492,0.4627201492537313,0.5384651741293532,0.2067767607014723,0.16435511939762276,0.16401510282217274
898,1.7365853658536585,30653.585365853658,0.069186667,-0.26358,AMG1608,Method Man,Bring the Pain,3004,17783,0.0,0.1,0.096,1.0,0.945,0.934,0.6588856209150328,0.43608741830065356,0.5264019607843138,0.19847689454229422,0.14948989209408362,0.15940325716099926
899,2.0934065934065935,4838.7692307692305,0.391913333,0.05872,AMG1608,The Clash,White Riot,2023,2499,0.0,0.073,0.087,1.0,0.946,0.981,0.6276948051948051,0.4755762987012987,0.5204074675324675,0.21277107291383637,0.18630460421351952,0.16554722621278473
900,1.0759493670886076,37250.16455696202,0.196126667,-0.265446667,AMG1608,The Fall,Big New Prinz,1813,9591,0.0,0.135,0.12,1.0,0.93,0.938,0.6662177589852009,0.4718054968287526,0.529752642706131,0.20474655980442474,0.16888259452185334,0.15132451980729392
901,1.4523809523809523,489.3809523809524,0.08776,0.579973333,AMG1608,The Five Stairsteps,O-o-h Child,1837,256,0.0,0.135,0.12,1.0,0.941,0.931,0.6271524966261808,0.45331713900134957,0.5307139001349528,0.20974048884108898,0.16738813316593443,0.1590051645720327
902,3.7,5289.2733333333335,0.085453333,0.276186667,AMG1608,Art Blakey,Moanin'',3164,3757,0.0,0.08,0.102,1.0,0.943,0.934,0.6322239700374532,0.4497131086142322,0.5167535580524344,0.20748543062768943,0.15805195547709738,0.15770839220524524
903,2.1767441860465118,227.62790697674419,0.219146667,0.36186,AMG1608,Glenn Miller,In the Mood,3208,364,0.0,0.105,0.096,1.0,0.952,0.938,0.6359201161946261,0.4524960058097313,0.5142149600580974,0.20244511747800725,0.17230151672495775,0.15960936227563222
